"model","num_param","memT","memR","memA","memM","energy","co2","train_time","infer_time","test_00","inf_time","tr_acc","test_01","test_02","test_03","test_04","test_05","test_06","test_07","test_08","test_09","type","efficient","dataset"
"dla60",22036632,25.435111424,5.3477376,0.365886976,4.423618048,0.038594894121,3.184078764996,4.07386255264282,0,0.109375,1.87078969478607,0.587053572589701,0.514616935483871,0.033266129032258,0.498487903225806,0.632056451612903,0.534778225806452,0.615927419354839,0.474798387096774,0.640120967741936,0.617439516129032,"CNN",0,"derma_small"
"res2net50_14w_8s",25059816,25.435111424,5.985271808,0.413704704,5.305048576,0.046123623309,3.413148124864,4.87331008911133,0,0.104334677419355,2.20992434024811,0.662946430119601,0.21320564516129,0.643145161290323,0.668346774193548,0.564516129032258,0.665826612903226,0.634576612903226,0.669354838709677,0.668850806451613,0.617943548387097,"CNN",0,"derma_small"
"dla102x2",41282200,25.435111424,13.849591808,0.676327936,11.667866112,0.112380753998,6.911416370848,11.212161064148,0,0.0514112903225806,4.76964867115021,0.621753248301419,0.363911290322581,0.383568548387097,0.577116935483871,0.547379032258065,0.665826612903226,0.466229838709677,0.630040322580645,0.662298387096774,0.622479838709677,"CNN",0,"derma_small"
"pnasnet5large",86057668,25.435111424,22.63875584,1.362314752,21.730094592,0.026556200437,3.425749856393,16.626624584198,0,0.395665322580645,7.3292765378952,0.664366884665056,0.145161290322581,0.66633064516129,0.636088709677419,0.560483870967742,0.669354838709677,0.669354838709677,0.615927419354839,0.665826612903226,0.632056451612903,"Other",0,"derma_small"
"convmixer_768_32",21110248,25.435111424,17.284726784,0.365305344,17.035603968,0.254273607874,20.850435845677,26.8310215473175,0,0.669354838709677,12.4029728651047,0.761566560376774,0.58820564516129,0.631552419354839,0.685483870967742,0.674899193548387,0.662802419354839,0.679435483870968,0.508568548387097,0.675403225806452,0.638104838709677,"CNN",0,"derma_small"
"dpn98",61570728,25.435111424,12.127830016,0.9828608,10.185701888,0.019706366571,2.699772220238,12.3264796733856,0,0.033266129032258,5.30552017688751,0.593141236088493,0.118447580645161,0.611391129032258,0.526713709677419,0.664314516129032,0.486895161290323,0.430443548387097,0.389112903225806,0.593245967741936,0.641633064516129,"CNN",0,"derma_small"
"cspdarknet53",27642184,25.435111424,6.828326912,0.47404288,5.62173696,0.043160023455,3.431221864687,4.60533928871155,0,0.669354838709677,2.11963996887207,0.679991884665056,0.667842741935484,0.669858870967742,0.685987903225807,0.658266129032258,0.66633064516129,0.659778225806452,0.682459677419355,0.169354838709677,0.642137096774194,"Other",1,"derma_small"
"adv_inception_v3",23834568,25.435111424,3.015704576,0.3952384,2.6130432,0.028288847975,2.206530142075,2.89063334465027,0,0.288810483870968,1.25116190910339,0.661728896877982,0.561995967741936,0.571068548387097,0.659274193548387,0.665826612903226,0.65625,0.65625,0.663810483870968,0.664818548387097,0.646673387096774,"CNN",0,"derma_small"
"xception65p",39819560,25.435111424,9.19601152,0.650714112,7.840218112,0.067456757965,4.283504130807,6.95085453987122,0,0.669354838709677,3.08476266860962,0.665990260514346,0.669354838709677,0.492439516129032,0.589213709677419,0.667338709677419,0.669354838709677,0.672379032258065,0.675907258064516,0.671370967741936,0.653225806451613,"CNN",0,"derma_small"
"halonet50ts",22733280,25.435111424,7.254048768,0.375858688,6.532261888,0.04766813846,3.908787353691,5.136150598526,0,0.669354838709677,2.38951137065887,0.668628248301419,0.613407258064516,0.667842741935484,0.66179435483871,0.632056451612903,0.665826612903226,0.678931451612903,0.668850806451613,0.563004032258065,0.653729838709677,"Other",0,"derma_small"
"resnet61q",36846968,25.435111424,7.574913024,0.614078976,6.567128064,0.050071071474,3.20454857434,5.23342537879944,0,0.439012096774194,2.32772333621979,0.827719157392328,0.680443548387097,0.643145161290323,0.694052419354839,0.696572580645161,0.641633064516129,0.610383064516129,0.631048387096774,0.63508064516129,0.65625,"CNN",0,"derma_small"
"gluon_resnext101_32x4d",44177704,25.435111424,8.055160832,0.720515072,7.61825024,0.074546356986,3.950956920243,7.77399206161499,0,0.110887096774194,3.5554443359375,0.667410715059801,0.238407258064516,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.677923387096774,0.670362903225807,0.665322580645161,0.66179435483871,"CNN",0,"derma_small"
"maxxvit_rmlp_nano_rw_256",16779628,25.435111424,6.67942912,0.302027776,5.66371328,0.064362814857,5.696109114866,6.91673636436462,0,0.669354838709677,3.18009343147278,0.670454548163848,0.669354838709677,0.669354838709677,0.669354838709677,0.668346774193548,0.663306451612903,0.669354838709677,0.654737903225807,0.662298387096774,0.662298387096774,"Other",0,"derma_small"
"repvgg_a2",28210600,25.435111424,2.413821952,0.477597184,2.080165888,0.036300830731,2.486606905041,3.83407616615295,0,0.130040322580645,1.75943219661713,0.664366884665056,0.306451612903226,0.570564516129032,0.651209677419355,0.527721774193548,0.662802419354839,0.664818548387097,0.659274193548387,0.658770161290323,0.662298387096774,"CNN",1,"derma_small"
"densenet161",28681000,25.435111424,11.626610688,0.475303424,10.643923456,0.082486444953,5.609078256824,8.74277424812317,0,0.109879032258065,4.05305044651032,0.667207793755965,0.657762096774194,0.633064516129032,0.66633064516129,0.648689516129032,0.658770161290323,0.630040322580645,0.664818548387097,0.654233870967742,0.662298387096774,"CNN",0,"derma_small"
"cspresnet50",21616168,25.435111424,4.385144832,0.375137792,4.136752128,0.029069136,2.383669151968,3.14101147651672,0,0.523689516129032,1.46778655052185,0.686282469467683,0.615927419354839,0.669354838709677,0.668850806451613,0.669354838709677,0.665826612903226,0.672883064516129,0.649697580645161,0.669858870967742,0.662802419354839,"Other",1,"derma_small"
"selecsls60b",32774064,25.435111424,3.126853632,0.557958656,2.881550848,0.027313703524,1.85733183964,2.93660283088684,0,0.248991935483871,1.35374958515167,0.660105521028692,0.59929435483871,0.668850806451613,0.533770161290323,0.626512096774194,0.664314516129032,0.669354838709677,0.668850806451613,0.669354838709677,0.663810483870968,"CNN",0,"derma_small"
"halo2botnet50ts_256",22635360,25.435111424,7.279214592,0.374457856,6.572424192,0.053718673661,4.378071903383,5.807377576828,0,0.662298387096774,2.76371531486511,0.648944805968891,0.512600806451613,0.151713709677419,0.669858870967742,0.659778225806452,0.641129032258065,0.638104838709677,0.669354838709677,0.629032258064516,0.664818548387097,"Other",0,"derma_small"
"wide_resnet50_2",68883240,25.435111424,6.398410752,1.126246912,5.679486976,0.010520295094,1.399199247525,6.8658127784729,0,0.105342741935484,3.18762354850769,0.664366884665056,0.563004032258065,0.669354838709677,0.669354838709677,0.669354838709677,0.643649193548387,0.669354838709677,0.669354838709677,0.669354838709677,0.665322580645161,"CNN",0,"derma_small"
"gluon_resnet34_v1b",21797672,25.435111424,2.292187136,0.38345216,1.657467904,0.023529084483,1.929384927577,2.52615427970886,0,0.116431451612903,1.16252434253693,0.66578733921051,0.371471774193548,0.630040322580645,0.660786290322581,0.664314516129032,0.665826612903226,0.669354838709677,0.669354838709677,0.672883064516129,0.66633064516129,"CNN",0,"derma_small"
"nasnetalarge",88753150,25.435111424,21.130903552,1.41222656,20.245244416,0.027605890454,3.643977539892,17.2771761417389,0,0.107862903225806,7.34463860988617,0.72828733921051,0.669354838709677,0.668346774193548,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.624495967741936,0.604334677419355,0.66633064516129,"Other",0,"derma_small"
"sebotnet33ts_256",13701984,25.435111424,6.786383872,0.2431232,5.310598656,0.006261048328,0.926635152577,4.35097026824951,0,0.665322580645161,2.06296534538269,0.793628248301419,0.676411290322581,0.668346774193548,0.671370967741936,0.657258064516129,0.675403225806452,0.711693548387097,0.706149193548387,0.708165322580645,0.667338709677419,"Other",0,"derma_small"
"gluon_resnet152_v1b",60192808,25.435111424,8.88143872,0.983143936,8.218346496,0.013293961859,1.874448622182,8.79008221626282,0,0.105342741935484,4.13128049373627,0.674310066483238,0.669354838709677,0.669858870967742,0.667338709677419,0.667842741935484,0.672883064516129,0.666834677419355,0.670866935483871,0.658266129032258,0.667338709677419,"CNN",0,"derma_small"
"dla102",33268888,25.435111424,7.153385472,0.548086272,6.311981568,0.058045593574,3.947100363041,6.15476512908936,0,0.196572580645161,2.87741978168488,0.67025162415071,0.53679435483871,0.636592741935484,0.647681451612903,0.647177419354839,0.625,0.611391129032258,0.633064516129032,0.596774193548387,0.667842741935484,"CNN",0,"derma_small"
"gluon_xception65",39916312,25.435111424,11.131682816,0.651783168,10.113138176,0.075734908865,4.847034167381,7.74120473861694,0,0.669354838709677,3.4370495557785,0.664366884665056,0.560483870967742,0.229334677419355,0.567036290322581,0.371975806451613,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.668850806451613,"CNN",0,"derma_small"
"seresnextaa101d_32x8d",93588280,25.435111424,15.126757376,1.525019648,14.13933824,0.023733068206,3.120898469117,14.9180860519409,0,0.063508064516129,6.81321427822113,0.667207793755965,0.669858870967742,0.669354838709677,0.669354838709677,0.664818548387097,0.657762096774194,0.668850806451613,0.668850806451613,0.672883064516129,0.668850806451613,"Other",0,"derma_small"
"hrnet_w18",21299004,25.435111424,6.5011712,0.350109184,5.692767744,0.069515043313,5.769748594952,7.06375479698181,0,0.110383064516129,2.95729820728302,0.661525975574147,0.182459677419355,0.299899193548387,0.434475806451613,0.667842741935484,0.667338709677419,0.579637096774194,0.669354838709677,0.669354838709677,0.669354838709677,"CNN",0,"derma_small"
"cs3sedarknet_l",21913592,25.435111424,4.710203392,0.380670976,4.062101504,0.031082944114,2.564342889429,3.29588747024536,0,0.0756048387096774,1.47926225662231,0.65016233921051,0.647177419354839,0.639112903225807,0.652721774193548,0.669354838709677,0.669354838709677,0.669354838709677,0.644657258064516,0.669354838709677,0.669354838709677,"Other",1,"derma_small"
"resnext50d_32x4d",25048136,25.435111424,6.094323712,0.412048896,5.431085568,0.048562962344,3.715066619342,5.09176588058472,0,0.280241935483871,2.28617007732391,0.667207793755965,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669858870967742,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,"CNN",0,"derma_small"
"resnetblur50",25557032,25.435111424,5.458886656,0.421687808,4.737941504,0.041512529123,3.0719271551,4.44607758522034,0,0.107358870967742,2.07901074886322,0.658685066483238,0.524193548387097,0.669354838709677,0.584173387096774,0.669354838709677,0.669858870967742,0.667842741935484,0.669354838709677,0.672883064516129,0.669354838709677,"CNN",0,"derma_small"
"xception41p",26907752,25.435111424,6.94157312,0.441193472,5.967741952,0.048984204625,3.845260063042,5.06024146080017,0,0.109879032258065,2.24473607540131,0.660105521028692,0.669858870967742,0.666834677419355,0.669354838709677,0.669354838709677,0.669354838709677,0.473286290322581,0.669354838709677,0.154737903225806,0.669354838709677,"CNN",0,"derma_small"
"legacy_seresnet50",28088024,25.435111424,5.532286976,0.461699584,4.790603776,0.040581699489,3.185663409907,4.29677653312683,0,0.112903225806452,1.95626420974731,0.664366884665056,0.387600806451613,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,"CNN",0,"derma_small"
"convnext_tiny_hnf",28589128,25.435111424,5.511315456,0.499510272,5.052087296,0.12998919192,8.904259646505,10.0951192378998,0,0.669354838709677,2.08819081783295,0.664366884665056,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,"CNN",0,"derma_small"
"selecsls60",30670768,25.435111424,2.982150144,0.51947008,2.844494848,0.027076966881,1.841233747886,2.93006634712219,0,0.109879032258065,1.35501217842102,0.664366884665056,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,"CNN",0,"derma_small"
"selecsls42b",32458248,25.435111424,2.71581184,0.548680704,2.488883712,0.024752163914,1.683147146153,2.66591453552246,0,0.109879032258065,1.20163168907166,0.664366884665056,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,"CNN",0,"derma_small"
"resnetrs50",35691912,25.435111424,5.863636992,0.583621632,5.350928896,0.045220467405,3.029771316139,4.732577085495,0,0.175403225806452,2.13923556804657,0.670048702846874,0.669354838709677,0.669354838709677,0.669354838709677,0.668850806451613,0.669354838709677,0.671370967741936,0.678931451612903,0.669354838709677,0.669354838709677,"CNN",0,"derma_small"
"twins_pcpvt_base",43828456,25.435111424,8.361345024,0.76968448,7.932153856,0.076463869952,4.052585107434,8.58750796318054,0,0.669354838709677,4.23891911506653,0.664366884665056,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,"Other",0,"derma_small"
"res2net101_26w_4s",45206688,25.435111424,8.130658304,0.752847872,7.500149248,0.071879893705,3.917454206907,7.50498938560486,0,0.358366935483871,3.48366191387176,0.664366884665056,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.658266129032258,0.669354838709677,"CNN",0,"derma_small"
"gluon_seresnext101_32x4d",48955416,25.435111424,9.592373248,0.796469248,9.173636096,0.084829784964,5.132201990338,8.7668399810791,0,0.669354838709677,3.94782648086548,0.664366884665056,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,"CNN",0,"derma_small"
"sequencer2d_l",54298216,25.435111424,14.277410816,0.921493504,13.585209344,0.153429265658,9.857830318505,17.248556137085,0,0.669354838709677,8.76079297065735,0.654423702846874,0.663810483870968,0.666834677419355,0.669354838709677,0.669858870967742,0.668850806451613,0.666834677419355,0.639112903225807,0.669354838709677,0.669354838709677,"Other",0,"derma_small"
"resnet152d",60212040,25.435111424,8.971616256,0.981887488,8.536043008,0.01358032283,1.914825519013,9.01393699645996,0,0.194556451612903,4.2259733915329,0.738839287649501,0.331149193548387,0.669354838709677,0.667338709677419,0.669858870967742,0.669354838709677,0.653729838709677,0.641129032258065,0.64616935483871,0.669354838709677,"CNN",0,"derma_small"
"swinv2_base_window8_256",87918816,25.435111424,13.899923456,1.448870912,13.46536448,0.026388418849,3.404106031461,16.6476805210114,0,0.669354838709677,8.01566116809845,0.664366884665056,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,"Other",0,"derma_small"
"resnetrs200",93209992,25.435111424,16.16904192,1.510508544,15.452388864,0.022804518424,3.010196431912,14.2342467308044,0,0.0514112903225806,6.54451704025269,0.660105521028692,0.629032258064516,0.599798387096774,0.669354838709677,0.651713709677419,0.670866935483871,0.669354838709677,0.669858870967742,0.66633064516129,0.669354838709677,"CNN",0,"derma_small"
"vgg11",132863336,25.435111424,6.3438848,2.102146048,4.5001728,0.007320435346,0.955316812615,4.76729726791382,0,0.0514112903225806,2.0800582408905,0.664366884665056,0.0514112903225806,0.033266129032258,0.033266129032258,0.0408266129032258,0.033266129032258,0.0514112903225806,0.668850806451613,0.669354838709677,0.669354838709677,"CNN",0,"derma_small"
"vgg13",133047848,25.435111424,7.941914624,2.104050688,5.30769408,0.010196845473,1.330688334181,6.65587830543518,0,0.634576612903226,2.96983544826508,0.664366884665056,0.0514112903225806,0.033266129032258,0.033266129032258,0.0514112903225806,0.0695564516129032,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,"CNN",0,"derma_small"
"seresnext101d_32x8d",93588280,25.435111424,14.42840576,1.526068224,13.385281024,0.022542065525,2.96428161648,14.1077599525452,0,0.109879032258065,6.45682075023651,0.669034093618393,0.669354838709677,0.669354838709677,0.669858870967742,0.669354838709677,0.668850806451613,0.669354838709677,0.669354838709677,0.67741935483871,0.669858870967742,"Other",0,"derma_small"
"cs3edgenet_x",47821120,25.435111424,6.276775936,0.796570624,5.780853248,0.055339667888,3.182030903574,5.897629737854,0,0.033266129032258,2.59644210338593,0.668628248301419,0.414818548387097,0.669858870967742,0.669354838709677,0.670866935483871,0.670362903225807,0.669858870967742,0.669354838709677,0.671370967741936,0.670362903225807,"Other",1,"derma_small"
"resnetrs270",129861448,25.435111424,20.963131392,2.10300928,20.127318528,0.029881980263,3.974303374969,18.6541888713837,0,0.129032258064516,8.5835823059082,0.669237014922229,0.647681451612903,0.652217741935484,0.669354838709677,0.670866935483871,0.674395161290323,0.670362903225807,0.663810483870968,0.675403225806452,0.670362903225807,"CNN",0,"derma_small"
"ecaresnet50d",25576350,25.435111424,5.6623104,0.423501312,5.182472704,0.044193766843,3.447113813763,4.62826156616211,0,0.669354838709677,2.0997654914856,0.667410715059801,0.669354838709677,0.669354838709677,0.672883064516129,0.673891129032258,0.678427419354839,0.628528225806452,0.631552419354839,0.68195564516129,0.672883064516129,"Other",1,"derma_small"
"efficientnetv2_rw_m",53236442,25.435111424,13.470007296,0.888015872,12.85074176,0.08272163825,5.376906486253,8.342360496521,0,0.403729838709677,3.5014303445816,0.794642860239202,0.688508064516129,0.67741935483871,0.700100806451613,0.675403225806452,0.674899193548387,0.683467741935484,0.686491935483871,0.657258064516129,0.674395161290323,"CNN",1,"derma_small"
"resnetrs101",63618696,25.435111424,8.529117184,1.037500928,7.976879104,0.011638521408,1.594477432879,7.50093340873718,0,0.119959677419355,3.41941440105438,0.65462662415071,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.655241935483871,0.668850806451613,0.669354838709677,0.591229838709677,0.674395161290323,"CNN",0,"derma_small"
"gernet_l",31078280,25.435111424,2.701131776,0.507369984,2.37111296,0.027314937906,1.857415777585,2.87657928466797,0,0.30695564516129,1.27397444248199,0.687500002709302,0.669354838709677,0.666834677419355,0.669354838709677,0.669354838709677,0.674395161290323,0.678427419354839,0.669354838709677,0.670866935483871,0.676411290322581,"CNN",1,"derma_small"
"poolformer_m36",56172520,25.435111424,11.549016064,0.969387008,10.921517568,0.013697684978,1.931373581843,9.03518772125244,0,0.669354838709677,4.54809346199036,0.677353896877982,0.669354838709677,0.673891129032258,0.502016129032258,0.673891129032258,0.663306451612903,0.673387096774194,0.670866935483871,0.670866935483871,0.67741935483871,"Other",0,"derma_small"
"gluon_seresnext50_32x4d",27559896,25.435111424,6.601834496,0.453556736,6.05891584,0.05286159724,4.096773786091,5.46671605110168,0,0.118447580645161,2.44628901481628,0.66639610583132,0.420362903225806,0.636088709677419,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.671370967741936,0.678931451612903,"CNN",0,"derma_small"
"res2next50",24671464,25.435111424,6.043992064,0.403720704,5.48699904,0.053056355115,4.058811166315,5.3398973941803,0,0.033266129032258,2.30688164234161,0.671469157392328,0.669354838709677,0.671875,0.683971774193548,0.670362903225807,0.668346774193548,0.676915322580645,0.676915322580645,0.680443548387097,0.680443548387097,"CNN",0,"derma_small"
"gcresnet50t",25897080,25.435111424,4.86539264,0.427275776,4.188853248,0.038856689161,3.030821754583,4.12048745155335,0,0.211189516129032,1.89356014728546,0.72889610583132,0.438004032258065,0.669858870967742,0.674395161290323,0.67741935483871,0.676411290322581,0.683971774193548,0.678427419354839,0.678931451612903,0.682459677419355,"Other",0,"derma_small"
"convnext_atto",3695520,25.435111424,1.59383552,0.09386496,1.502295552,0.001902473153,0.28537097288,1.78474497795105,0,0.669354838709677,0.6844482421875,0.691558442332528,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.676915322580645,0.670362903225807,0.683971774193548,"CNN",0,"derma_small"
"resnetaa50",25557032,25.435111424,4.777312256,0.420923904,4.085200896,0.039691547079,3.036403351508,4.25596475601196,0,0.162298387096774,1.98281290531158,0.710430196740411,0.668850806451613,0.672883064516129,0.670362903225807,0.671875,0.663306451612903,0.637600806451613,0.680947580645161,0.67741935483871,0.683971774193548,"CNN",0,"derma_small"
"regnetv_040",20640640,25.435111424,7.2351744,0.36993024,6.716689408,0.044023987265,3.47789499397,4.56792688369751,0,0.670362903225807,2.02429707050323,0.952922078696164,0.698084677419355,0.689516129032258,0.715221774193548,0.698588709677419,0.688508064516129,0.725806451612903,0.715725806451613,0.727822580645161,0.685483870967742,"CNN",0,"derma_small"
"seresnet152d",66841080,25.435111424,11.312037888,1.085909504,10.869019136,0.016596517857,2.20733687493,10.4582018852234,0,0.169858870967742,4.79906985759735,0.713068184527484,0.610887096774194,0.648185483870968,0.678427419354839,0.668346774193548,0.680947580645161,0.682459677419355,0.67741935483871,0.69758064516129,0.685987903225807,"Other",0,"derma_small"
"resnetrs152",86621576,25.435111424,11.700011008,1.406281728,11.075780096,0.016895269416,2.179489754691,10.5823886394501,0,0.107862903225806,4.83798270225525,0.67025162415071,0.663306451612903,0.667842741935484,0.684475806451613,0.671875,0.669354838709677,0.669354838709677,0.680947580645161,0.674395161290323,0.685987903225807,"CNN",0,"derma_small"
"lamhalobotnet50ts_256",22569824,25.435111424,6.98351616,0.371887616,6.460246016,0.052454869985,4.248844468767,5.32410955429077,0,0.0403225806451612,2.29910535812378,0.668628248301419,0.584173387096774,0.23991935483871,0.168850806451613,0.359375,0.432963709677419,0.669354838709677,0.683971774193548,0.668850806451613,0.688004032258065,"Other",0,"derma_small"
"ecaresnetlight",30162046,25.435111424,4.179623936,0.492564992,3.758538752,0.035883352002,2.475951288156,3.7459454536438,0,0.102822580645161,1.70820322036743,0.673295457254757,0.33820564516129,0.668346774193548,0.680443548387097,0.674395161290323,0.595262096774194,0.672379032258065,0.678931451612903,0.671370967741936,0.688508064516129,"Other",0,"derma_small"
"ecaresnet101d",44568563,25.435111424,8.193572864,0.731839488,7.697268224,0.070855746652,3.790782445865,7.37612366676331,0,0.138104838709677,3.36394593715668,0.67025162415071,0.509072580645161,0.571572580645161,0.668850806451613,0.669354838709677,0.572076612903226,0.667842741935484,0.676411290322581,0.636088709677419,0.691532258064516,"Other",1,"derma_small"
"xception41",26969560,25.435111424,8.873050112,0.442939392,7.867951616,0.055491892974,4.356113598455,5.72259736061096,0,0.203125,2.5318834066391,0.707589287649501,0.632056451612903,0.674899193548387,0.677923387096774,0.682963709677419,0.661290322580645,0.677923387096774,0.634072580645161,0.671370967741936,0.694556451612903,"CNN",0,"derma_small"
"cs3darknet_focus_l",21151720,25.435111424,3.812622336,0.366089728,3.558042624,0.027605784129,2.374097435076,2.92350125312805,0,0.159274193548387,1.33129711151123,0.670454548163848,0.669354838709677,0.676411290322581,0.662802419354839,0.668346774193548,0.678931451612903,0.663810483870968,0.677923387096774,0.650201612903226,0.695564516129032,"CNN",0,"derma_small"
"xception71",42338736,25.435111424,15.407775744,0.690615808,13.566081536,0.097779398368,5.573425706985,10.0570068359375,0,0.0514112903225806,4.49996590614319,0.711444805968891,0.6875,0.691028225806452,0.689012096774194,0.688004032258065,0.697076612903226,0.676411290322581,0.676411290322581,0.702620967741936,0.695564516129032,"CNN",0,"derma_small"
"legacy_senet154",115088984,25.435111424,18.148753408,1.851948544,16.597905408,0.030136924003,4.008210892428,18.9641087055206,0,0.19758064516129,8.62821938991547,0.678774351423437,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.684475806451613,0.6875,0.669354838709677,0.697076612903226,"CNN",0,"derma_small"
"resnetv2_50",25549352,25.435111424,4.198498304,0.40399104,3.596408832,0.034152873008,2.476083293059,3.67791152000427,0,0.670866935483871,1.72356083393097,0.744926951148293,0.673891129032258,0.682459677419355,0.678427419354839,0.703125,0.697076612903226,0.700100806451613,0.686995967741936,0.676411290322581,0.69758064516129,"CNN",0,"derma_small"
"crossvit_9_240",8553296,25.435111424,2.344615936,0.170834944,1.929966592,0.003455798147,0.518369722103,2.52834224700928,0,0.674395161290323,1.2087881565094,0.864245132966475,0.683467741935484,0.69758064516129,0.6875,0.702116935483871,0.690020161290323,0.690524193548387,0.648185483870968,0.707661290322581,0.698084677419355,"Other",1,"derma_small"
"maxvit_nano_rw_256",15451148,25.435111424,9.313452032,0.281889792,8.43572736,0.010397057392,1.538764494058,6.85458493232727,0,0.669354838709677,3.31772570610046,0.732142860239202,0.670362903225807,0.673891129032258,0.630040322580645,0.679435483870968,0.677923387096774,0.69758064516129,0.676915322580645,0.696068548387097,0.704133064516129,"Other",0,"derma_small"
"ecaresnet50t",25573814,25.435111424,5.628755968,0.42280704,5.148889088,0.04405435317,3.348130840949,4.60988450050354,0,0.670362903225807,2.0883207321167,0.772727275436575,0.673387096774194,0.691532258064516,0.685483870967742,0.689012096774194,0.639616935483871,0.705141129032258,0.695564516129032,0.640120967741936,0.706653225806452,"Other",1,"derma_small"
"seresnext26d_32x4d",16809512,25.435111424,4.783603712,0.278404608,4.156134912,0.035567130624,2.863154015204,3.67519402503967,0,0.673387096774194,1.60880506038666,0.990056818181818,0.727318548387097,0.725302419354839,0.72883064516129,0.724798387096774,0.720262096774194,0.754032258064516,0.730846774193548,0.759072580645161,0.708165322580645,"Other",0,"derma_small"
"pvt_v2_b0",3666760,25.435111424,3.883925504,0.094379008,2.32384512,0.003752036282,0.562805442276,2.91630053520203,0,0.669354838709677,1.19403810501099,0.753246754407883,0.669354838709677,0.677923387096774,0.683467741935484,0.674395161290323,0.675907258064516,0.688508064516129,0.698588709677419,0.69304435483871,0.70866935483871,"Other",1,"derma_small"
"dla34",15742104,25.435111424,2.95698432,0.270052864,2.290753024,0.003622246825,0.545148147174,2.78965020179749,0,0.0539314516129032,1.25689203739166,0.940340909090909,0.399697580645161,0.678427419354839,0.707157258064516,0.711693548387097,0.691532258064516,0.696572580645161,0.601310483870968,0.709173387096774,0.70866935483871,"CNN",0,"derma_small"
"dpn68",12611602,25.435111424,4.496293888,0.218740736,4.234037248,0.006143361099,0.912289123239,4.36140060424805,0,0.683467741935484,1.84268016815186,0.929991884665056,0.707157258064516,0.663810483870968,0.706149193548387,0.599798387096774,0.704637096774194,0.708165322580645,0.643145161290323,0.631552419354839,0.709173387096774,"CNN",0,"derma_small"
"halonet26t",12480288,25.435111424,3.745513472,0.206362112,3.038918656,0.004422118289,0.656684565924,2.99144816398621,0,0.680443548387097,1.37454640865326,0.938920454545455,0.6875,0.686491935483871,0.689516129032258,0.733870967741936,0.714213709677419,0.718245967741936,0.668850806451613,0.688004032258065,0.710181451612903,"Other",0,"derma_small"
"ecaresnet269d",102093077,25.435111424,19.86002944,1.665993728,19.072327168,0.028840102793,3.821313620132,17.9990844726563,0,0.671370967741936,8.30507984161377,0.763595781543038,0.674899193548387,0.672379032258065,0.689516129032258,0.695564516129032,0.699092741935484,0.699092741935484,0.715221774193548,0.688508064516129,0.710181451612903,"Other",1,"derma_small"
"gcresnet33ts",19880698,25.435111424,5.165285376,0.345332736,4.507966976,0.033145257305,2.485894297884,3.46902251243591,0,0.705141129032258,1.55248746871948,0.988636363636364,0.714213709677419,0.733366935483871,0.727318548387097,0.764112903225807,0.71875,0.735887096774194,0.729838709677419,0.730846774193548,0.710685483870968,"Other",0,"derma_small"
"resnet51q",35696920,25.435111424,7.1827456,0.595603968,6.17425408,0.049052750395,3.237481526069,5.53228902816772,0,0.284274193548387,2.73714311122894,0.760754872452129,0.671875,0.673387096774194,0.686995967741936,0.696572580645161,0.698588709677419,0.691028225806452,0.652217741935484,0.577116935483871,0.711189516129032,"CNN",0,"derma_small"
"bat_resnext26ts",10731200,25.435111424,5.224005632,0.179553792,4.521063424,0.005963568843,0.888571757566,4.15186095237732,0,0.599798387096774,2.07859025001526,0.988636363636364,0.704637096774194,0.745967741935484,0.756552419354839,0.743951612903226,0.727822580645161,0.752016129032258,0.754536290322581,0.771673387096774,0.711693548387097,"Other",0,"derma_small"
