"model","num_param","memT","memR","memA","memM","energy","co2","train_time","infer_time","test_00","inf_time","tr_acc","test_01","test_02","test_03","test_04","test_05","test_06","test_07","test_08","test_09","type","efficient","dataset"
"resnet32ts",17963616,25.435111424,4.90733568,0.31280384,4.284525568,0.030365900481,2.231893685371,19.2624747753143,0,0.665826612903226,1.46426296234131,0.77964354105736,0.674899193548387,0.688004032258065,0.695060483870968,0.710181451612903,0.707157258064516,0.723286290322581,0.734375,0.722782258064516,0.720766129032258,"CNN",0,"derma"
"hrnet_w18",21299004,25.435111424,6.49068544,0.354016768,5.692767744,0.069515043313,5.769748594952,44.3255152702332,0,0.668850806451613,2.97662725448608,0.770953012111524,0.671875,0.661290322580645,0.654737903225807,0.692540322580645,0.700604838709677,0.706149193548387,0.716733870967742,0.694556451612903,0.720766129032258,"CNN",0,"derma"
"resnet26d",16014408,25.435111424,3.374317568,0.268406272,2.95417088,0.02526583981,2.299191422682,15.9921226501465,0,0.682963709677419,1.23805923461914,0.74395621584975,0.690020161290323,0.684979838709677,0.689516129032258,0.681451612903226,0.717237903225807,0.710685483870968,0.691028225806452,0.721270161290323,0.721774193548387,"CNN",0,"derma"
"selecsls60",30670768,25.435111424,2.982150144,0.521860096,2.843708928,0.027076966881,1.841233747886,17.2605068683624,0,0.676411290322581,1.36084535121918,0.759072580566145,0.694556451612903,0.694052419354839,0.701108870967742,0.704637096774194,0.716733870967742,0.714213709677419,0.71320564516129,0.727822580645161,0.721774193548387,"CNN",0,"derma"
"cs3se_edgenet_x",50721584,25.435111424,6.922698752,0.845698048,6.423872,0.060293410743,3.768338171466,38.3409044742584,0,0.674395161290323,2.78542568683624,0.745226653199218,0.690524193548387,0.662802419354839,0.692036290322581,0.684475806451613,0.705141129032258,0.714213709677419,0.718245967741936,0.717237903225807,0.722278225806452,"Other",1,"derma"
"dla46x_c",1068440,25.435111424,3.001024512,0.038321152,2.267537408,0.018471027823,0.969728960727,11.8897993564606,0,0.661290322580645,0.830967783927918,0.743528133657969,0.628528225806452,0.662802419354839,0.695564516129032,0.684979838709677,0.694052419354839,0.70866935483871,0.722782258064516,0.731854838709677,0.723790322580645,"CNN",0,"derma"
"edgenext_base",18511292,25.435111424,4.78150656,0.336878592,4.333129728,0.051753983464,3.803917784622,32.8967235088348,0,0.667842741935484,2.23830044269562,0.734676498800652,0.676411290322581,0.696068548387097,0.706149193548387,0.708165322580645,0.719758064516129,0.731350806451613,0.727318548387097,0.720766129032258,0.72429435483871,"Other",1,"derma"
"cspresnet50",21616168,25.435111424,4.385144832,0.376710656,4.136752128,0.029089126611,2.312585565607,18.3690059185028,0,0.650201612903226,1.471670794487,0.749654772346967,0.666834677419355,0.696068548387097,0.708165322580645,0.718245967741936,0.693548387096774,0.722278225806452,0.723790322580645,0.726814516129032,0.72429435483871,"Other",1,"derma"
"convnext_tiny_hnf",28589128,25.435111424,5.51550976,0.496233472,5.051563008,0.12998919192,8.904259646505,82.4342749118805,0,0.667842741935484,2.09230835437775,0.732402599565515,0.681451612903226,0.690020161290323,0.69758064516129,0.710181451612903,0.710685483870968,0.715725806451613,0.717741935483871,0.717741935483871,0.724798387096774,"CNN",0,"derma"
"bat_resnext26ts",10731200,25.435111424,5.226102784,0.182175232,4.521063424,0.036730990817,1.965108008725,22.7036337852478,0,0.696572580645161,2.08480610847473,0.882696273120027,0.699596774193548,0.726310483870968,0.738407258064516,0.749495967741936,0.738407258064516,0.719758064516129,0.72429435483871,0.714213709677419,0.725302419354839,"Other",0,"derma"
"selecsls60b",32774064,25.435111424,3.126853632,0.559498752,2.881550848,0.027313703524,1.85733183964,17.3421697616577,0,0.665826612903226,1.36265950202942,0.771795367541378,0.690020161290323,0.704637096774194,0.708165322580645,0.721774193548387,0.722278225806452,0.721270161290323,0.724798387096774,0.72429435483871,0.725302419354839,"CNN",0,"derma"
"resnetblur50",25557032,25.435111424,5.458886656,0.423719424,4.737941504,0.041512529123,3.0719271551,25.737184047699,0,0.675403225806452,2.09261312484741,0.76464225222531,0.699092741935484,0.710181451612903,0.700100806451613,0.69758064516129,0.68195564516129,0.715221774193548,0.719254032258065,0.720262096774194,0.726814516129032,"CNN",0,"derma"
"convnext_atto",3695520,25.435111424,1.59383552,0.09845248,1.502295552,0.018526567741,1.056014361265,11.9085955619812,0,0.67741935483871,0.687840700149536,0.73325416105523,0.674395161290323,0.689516129032258,0.701612903225807,0.708165322580645,0.720262096774194,0.729838709677419,0.733366935483871,0.729334677419355,0.727318548387097,"CNN",0,"derma"
"resnet152d",60212040,25.435111424,8.935964672,0.98660608,8.537615872,0.085032655754,6.122351214321,52.1080164909363,0,0.680947580645161,4.24556593894959,0.760656024223049,0.697076612903226,0.709173387096774,0.712701612903226,0.723286290322581,0.727318548387097,0.730846774193548,0.734375,0.731350806451613,0.727318548387097,"CNN",0,"derma"
"dpn68b",12611602,25.435111424,4.628414464,0.220248064,4.265887744,0.041638116767,2.186001130283,26.2172794342041,0,0.699596774193548,1.88355572223663,0.820458646234312,0.720262096774194,0.730846774193548,0.737903225806452,0.732358870967742,0.726310483870968,0.725302419354839,0.726310483870968,0.736391129032258,0.727822580645161,"CNN",0,"derma"
"gernet_l",31078280,25.435111424,2.701131776,0.509598208,2.37111296,0.027314937906,1.857415777585,17.4018201828003,0,0.688508064516129,1.28094584941864,0.920229415098826,0.690524193548387,0.717237903225807,0.729838709677419,0.726814516129032,0.707157258064516,0.730342741935484,0.721270161290323,0.723286290322581,0.727822580645161,"CNN",1,"derma"
"gc_efficientnetv2_rw_t",13677713,25.435111424,6.088032256,0.245718528,5.555784192,0.036697176234,1.908253164157,22.8622531890869,0,0.65070564516129,1.59047837257385,0.763362608543814,0.628024193548387,0.690020161290323,0.672379032258065,0.67741935483871,0.691028225806452,0.703125,0.718245967741936,0.726814516129032,0.728326612903226,"Other",1,"derma"
"sebotnet33ts_256",13701984,25.435111424,6.786383872,0.24574464,5.310598656,0.039873085081,2.053463881664,24.9509034156799,0,0.692540322580645,2.06787433624268,0.786064773934073,0.695060483870968,0.718245967741936,0.720766129032258,0.728326612903226,0.725302419354839,0.725302419354839,0.732358870967742,0.727822580645161,0.72883064516129,"Other",0,"derma"
"maxxvit_rmlp_nano_rw_256",16779628,25.435111424,6.67942912,0.306484224,5.66371328,0.064362814857,5.696109114866,40.6159982681274,0,0.666834677419355,3.19055507183075,0.732545293629442,0.682963709677419,0.696068548387097,0.709677419354839,0.716733870967742,0.727822580645161,0.71875,0.711693548387097,0.722782258064516,0.729838709677419,"Other",0,"derma"
"dpn98",61570728,25.435111424,12.127830016,0.9885952,10.185701888,0.123196908485,8.500586685491,75.387353181839,0,0.679939516129032,5.32691383361816,0.769793047480387,0.6875,0.699596774193548,0.715725806451613,0.720262096774194,0.704637096774194,0.735383064516129,0.727318548387097,0.718245967741936,0.729838709677419,"CNN",0,"derma"
"cs3sedarknet_l",21913592,25.435111424,4.710203392,0.382505984,4.062101504,0.031082944114,2.564342889429,19.6648516654968,0,0.667842741935484,1.48369634151459,0.763509905501588,0.686995967741936,0.706653225806452,0.714717741935484,0.722278225806452,0.72883064516129,0.727822580645161,0.730846774193548,0.730846774193548,0.730342741935484,"Other",1,"derma"
"resnetv2_50",25549352,25.435111424,4.198498304,0.40661248,3.596408832,0.034152873008,2.476083293059,21.2135059833527,0,0.657258064516129,1.72579989433289,0.758073722118656,0.671370967741936,0.679435483870968,0.707661290322581,0.705141129032258,0.721774193548387,0.721270161290323,0.717741935483871,0.729334677419355,0.730342741935484,"CNN",0,"derma"
"ecaresnet101d",44568563,25.435111424,8.162115584,0.736427008,7.698578944,0.070825019984,3.78913856912,43.4284808635712,0,0.694556451612903,3.37679128646851,0.747509758222049,0.695060483870968,0.691532258064516,0.689012096774194,0.694556451612903,0.702620967741936,0.727318548387097,0.734375,0.729838709677419,0.730342741935484,"Other",1,"derma"
"lamhalobotnet50ts_256",22569824,25.435111424,6.98351616,0.374550016,6.457460736,0.052454869985,4.248844468767,32.4322712421417,0,0.684475806451613,2.30051901340485,0.7736411840404,0.685987903225807,0.695060483870968,0.695060483870968,0.717741935483871,0.727822580645161,0.730342741935484,0.736895161290323,0.747479838709677,0.730846774193548,"Other",0,"derma"
"adv_inception_v3",23834568,25.435111424,3.015704576,0.39816192,2.6130432,0.028323197262,2.280017379572,17.6998574733734,0,0.685483870967742,1.26204195022583,0.827450655366732,0.686995967741936,0.705645161290323,0.718245967741936,0.709173387096774,0.712197580645161,0.6875,0.709677419354839,0.718245967741936,0.730846774193548,"CNN",0,"derma"
"gluon_inception_v3",23834568,25.435111424,3.015704576,0.39816192,2.6130432,0.028413391341,2.17362443757,17.7593777179718,0,0.685483870967742,1.26252975463867,0.827450655366732,0.686995967741936,0.705645161290323,0.718245967741936,0.709173387096774,0.712197580645161,0.6875,0.709677419354839,0.718245967741936,0.730846774193548,"CNN",0,"derma"
