model,num_param,memT,memR,memA,memM,energy,co2,train_time,infer_time,test_00,inf_time,tr_acc,test_01,test_02,test_03,test_04,test_05,test_06,test_07,test_08,test_09,type,efficient,dataset,cnn,E_n,pepr_e,C_n,pepr_c,T_n,pepr_t,M_n,pepr_m
resnetrs200,93209992,25.435111424,16.16904192,1.510508544,15.452388864,0.022804518424,3.010196431912,14.2342467308044,0,0.0514112903225806,6.54451704025269,0.660105521028692,0.629032258064516,0.599798387096774,0.669354838709677,0.651713709677419,0.670866935483871,0.669354838709677,0.669858870967742,0.66633064516129,0.669354838709677,CNN,0,derma_small,True,0.08282264647305058,0.6181574063766462,0.1324977808670245,0.5910429583334179,0.5048278780088455,0.44480491655653825,0.6925759840558047,0.3954651637592941
vgg11,132863336,25.435111424,6.3438848,2.102146048,4.5001728,0.007320435346,0.955316812615,4.76729726791382,0,0.0514112903225806,2.0800582408905,0.664366884665056,0.0514112903225806,0.033266129032258,0.033266129032258,0.0408266129032258,0.033266129032258,0.0514112903225806,0.668850806451613,0.669354838709677,0.669354838709677,CNN,0,derma_small,True,0.021468232486213754,0.6552869853627201,0.03257688919917724,0.6482372845171851,0.132687427567725,0.5909439995701333,0.22571001494768306,0.5460955940204562
vgg13,133047848,25.435111424,7.941914624,2.104050688,5.30769408,0.010196845473,1.330688334181,6.65587830543518,0,0.634576612903226,2.96983544826508,0.664366884665056,0.0514112903225806,0.033266129032258,0.033266129032258,0.0514112903225806,0.0695564516129032,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,CNN,0,derma_small,True,0.032865772581993385,0.6480559783062622,0.0508297624037025,0.6369774274175227,0.20692648427260402,0.5545945402905686,0.30164424514200294,0.5142379273045177
seresnext101d_32x8d,93588280,25.435111424,14.42840576,1.526068224,13.385281024,0.022542065525,2.96428161648,14.1077599525452,0,0.109879032258065,6.45682075023651,0.669034093618393,0.669354838709677,0.669354838709677,0.669858870967742,0.669354838709677,0.668850806451613,0.669354838709677,0.669354838709677,0.67741935483871,0.669858870967742,Other,0,derma_small,False,0.08178269830587945,0.6192175859502757,0.13026512000667703,0.5926564122971297,0.49985575400831744,0.4466155289784135,0.6098654708520178,0.4160961789019679
cs3edgenet_x,47821120,25.435111424,6.276775936,0.796570624,5.780853248,0.055339667888,3.182030903574,5.897629737854,0,0.033266129032258,2.59644210338593,0.668628248301419,0.414818548387097,0.669858870967742,0.669354838709677,0.670866935483871,0.670362903225807,0.669858870967742,0.669354838709677,0.671370967741936,0.670362903225807,Other,1,derma_small,False,0.21174051776593075,0.5532231475281076,0.14085343025227387,0.5875977452051588,0.17712016021942406,0.5694940294802583,0.22252117588440457,0.5483446147596164
resnetrs270,129861448,25.435111424,20.963131392,2.10300928,20.127318528,0.029881980263,3.974303374969,18.6541888713837,0,0.129032258064516,8.5835823059082,0.669237014922229,0.647681451612903,0.652217741935484,0.669354838709677,0.670866935483871,0.674395161290323,0.670362903225807,0.663810483870968,0.675403225806452,0.670362903225807,CNN,0,derma_small,True,0.11086651070825417,0.6034594586872588,0.1793785930123,0.5684034856980109,0.678573313702409,0.39936468532744374,0.9203786746387643,0.34907849794359264
ecaresnet50d,25576350,25.435111424,5.6623104,0.423501312,5.182472704,0.044193766843,3.447113813763,4.62826156616211,0,0.669354838709677,2.0997654914856,0.667410715059801,0.669354838709677,0.669354838709677,0.672883064516129,0.673891129032258,0.678427419354839,0.628528225806452,0.631552419354839,0.68195564516129,0.672883064516129,Other,1,derma_small,False,0.16757579561051483,0.5763078226234423,0.15374339251734045,0.5832172638041919,0.1272220124537966,0.5969392516132306,0.19332336821126056,0.5638731985318877
efficientnetv2_rw_m,53236442,25.435111424,13.470007296,0.888015872,12.85074176,0.08272163825,5.376906486253,8.342360496521,0,0.403729838709677,3.5014303445816,0.794642860239202,0.688508064516129,0.67741935483871,0.700100806451613,0.675403225806452,0.674899193548387,0.683467741935484,0.686491935483871,0.657258064516129,0.674395161290323,CNN,1,derma_small,True,0.3202393379351675,0.5108128063696888,0.24758178711645915,0.5405618840020543,0.27322114917091805,0.5296763737623021,0.5643248629795714,0.4311094052457887
resnetrs101,63618696,25.435111424,8.529117184,1.037500928,7.976879104,0.011638521408,1.594477432879,7.50093340873718,0,0.119959677419355,3.41941440105438,0.65462662415071,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.655241935483871,0.668850806451613,0.669354838709677,0.591229838709677,0.674395161290323,CNN,0,derma_small,True,0.03857829567459586,0.6493445550508812,0.06365681159268581,0.6340345437928472,0.24014512434489957,0.5438034211089358,0.32954658694569006,0.5072369542458696
gernet_l,31078280,25.435111424,2.701131776,0.507369984,2.37111296,0.027314937906,1.857415777585,2.87657928466797,0,0.30695564516129,1.27397444248199,0.687500002709302,0.669354838709677,0.666834677419355,0.669354838709677,0.669354838709677,0.674395161290323,0.678427419354839,0.669354838709677,0.670866935483871,0.676411290322581,CNN,1,derma_small,True,0.10069481512255297,0.6145311861465145,0.07644249188751477,0.6283766159551272,0.05836436873020578,0.6391100364934991,0.05261584454409565,0.6426003311925684
poolformer_m36,56172520,25.435111424,11.549016064,0.969387008,10.921517568,0.013697684978,1.931373581843,9.03518772125244,0,0.669354838709677,4.54809346199036,0.677353896877982,0.669354838709677,0.673891129032258,0.502016129032258,0.673891129032258,0.663306451612903,0.673387096774194,0.670866935483871,0.670866935483871,0.67741935483871,Other,0,derma_small,False,0.04673756306575941,0.6471721076433294,0.08003877542542034,0.6272176242671277,0.3004557970899855,0.5209091738101082,0.4730443447932236,0.45987709550848704
gluon_seresnext50_32x4d,27559896,25.435111424,6.601834496,0.453556736,6.05891584,0.05286159724,4.096773786091,5.46671605110168,0,0.118447580645161,2.44628901481628,0.66639610583132,0.420362903225806,0.636088709677419,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.671370967741936,0.678931451612903,CNN,0,derma_small,True,0.2019213653072332,0.5648717721557065,0.1853338580153295,0.5727765616597469,0.16018118593654151,0.5851943298536119,0.23796711509715993,0.5484244640534076
res2next50,24671464,25.435111424,6.043992064,0.403720704,5.48699904,0.053056355115,4.058811166315,5.3398973941803,0,0.033266129032258,2.30688164234161,0.671469157392328,0.669354838709677,0.671875,0.683971774193548,0.670362903225807,0.668346774193548,0.676915322580645,0.676915322580645,0.680443548387097,0.680443548387097,CNN,0,derma_small,True,0.20269307747318793,0.5657665792977563,0.18348788184113246,0.5749476262727272,0.15519601597275778,0.5890286487995846,0.2114598903836572,0.5616723704914468
gcresnet50t,25897080,25.435111424,4.86539264,0.427275776,4.188853248,0.038856689161,3.030821754583,4.12048745155335,0,0.211189516129032,1.89356014728546,0.72889610583132,0.438004032258065,0.669858870967742,0.674395161290323,0.67741935483871,0.676411290322581,0.683971774193548,0.678427419354839,0.678931451612903,0.682459677419355,Other,0,derma_small,False,0.14642806139003745,0.5952921953008342,0.13350071097196584,0.6020813845226021,0.10726169804908146,0.6163490334956964,0.15545590433482806,0.5906410403538791
convnext_atto,3695520,25.435111424,1.59383552,0.09386496,1.502295552,0.001902473153,0.28537097288,1.78474497795105,0,0.669354838709677,0.6844482421875,0.691558442332528,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.676915322580645,0.670362903225807,0.683971774193548,CNN,0,derma_small,True,0.0,0.683971774193548,0.0,0.683971774193548,0.015444977187933695,0.6735685237103318,0.0,0.683971774193548
resnetaa50,25557032,25.435111424,4.777312256,0.420923904,4.085200896,0.039691547079,3.036403351508,4.25596475601196,0,0.162298387096774,1.98281290531158,0.710430196740411,0.668850806451613,0.672883064516129,0.670362903225807,0.671875,0.663306451612903,0.637600806451613,0.680947580645161,0.67741935483871,0.683971774193548,CNN,0,derma_small,True,0.1497361176735857,0.5948945707450848,0.1337721225604789,0.6032709400623518,0.11258723456994317,0.6147578840934022,0.15127055306427503,0.5941016838944218
regnetv_040,20640640,25.435111424,7.2351744,0.36993024,6.716689408,0.044023987265,3.47789499397,4.56792688369751,0,0.670362903225807,2.02429707050323,0.952922078696164,0.698084677419355,0.689516129032258,0.715221774193548,0.698588709677419,0.688508064516129,0.725806451612903,0.715725806451613,0.727822580645161,0.685483870967742,CNN,0,derma_small,True,0.16690305790543739,0.5874385762585702,0.1552401629091381,0.5933691477982804,0.12485029007399394,0.6094000926315716,0.26806178375685097,0.5405760821344826
seresnet152d,66841080,25.435111424,11.312037888,1.085909504,10.869019136,0.016596517857,2.20733687493,10.4582018852234,0,0.169858870967742,4.79906985759735,0.713068184527484,0.610887096774194,0.648185483870968,0.678427419354839,0.668346774193548,0.680947580645161,0.682459677419355,0.67741935483871,0.69758064516129,0.685987903225807,Other,0,derma_small,False,0.058223951484168285,0.6482445443270332,0.09345780885876673,0.6273565359981902,0.3563936822598673,0.5057439533947791,0.46178375685102135,0.4692813831120713
resnetrs152,86621576,25.435111424,11.700011008,1.406281728,11.075780096,0.016895269416,2.179489754691,10.5823886394501,0,0.107862903225806,4.83798270225525,0.67025162415071,0.663306451612903,0.667842741935484,0.684475806451613,0.671875,0.669354838709677,0.669354838709677,0.680947580645161,0.674395161290323,0.685987903225807,CNN,0,derma_small,True,0.05940773012561344,0.6475201980492155,0.09210371051717406,0.628134394764534,0.361275393611333,0.5039302895249924,0.48021923268560035,0.46343669105096097
lamhalobotnet50ts_256,22569824,25.435111424,6.98351616,0.371887616,6.460246016,0.052454869985,4.248844468767,5.32410955429077,0,0.0403225806451612,2.29910535812378,0.668628248301419,0.584173387096774,0.23991935483871,0.168850806451613,0.359375,0.432963709677419,0.669354838709677,0.683971774193548,0.668850806451613,0.688004032258065,Other,0,derma_small,False,0.20030974179311917,0.5731887431241449,0.19272847036479776,0.5768320697900654,0.1545754048803449,0.5958935461035276,0.25610363726955654,0.5477287158833544
ecaresnetlight,30162046,25.435111424,4.179623936,0.492564992,3.758538752,0.035883352002,2.475951288156,3.7459454536438,0,0.102822580645161,1.70820322036743,0.673295457254757,0.33820564516129,0.668346774193548,0.680443548387097,0.674395161290323,0.595262096774194,0.672379032258065,0.678931451612903,0.671370967741936,0.688508064516129,Other,0,derma_small,False,0.13464645584989884,0.6068040498133905,0.10651949453238291,0.6222285896617608,0.09253866309917065,0.6301910291788296,0.12286995515695065,0.6131681245491085
ecaresnet101d,44568563,25.435111424,8.193572864,0.731839488,7.697268224,0.070855746652,3.790782445865,7.37612366676331,0,0.138104838709677,3.36394593715668,0.67025162415071,0.509072580645161,0.571572580645161,0.668850806451613,0.669354838709677,0.572076612903226,0.667842741935484,0.676411290322581,0.636088709677419,0.691532258064516,Other,1,derma_small,False,0.2732217120441641,0.5431357724447358,0.1704546761543105,0.5908236108181824,0.23523892369603563,0.5598368419247501,0.31360239162929743,0.526439554671326
xception41,26969560,25.435111424,8.873050112,0.442939392,7.867951616,0.055491892974,4.356113598455,5.72259736061096,0,0.203125,2.5318834066391,0.707589287649501,0.632056451612903,0.674899193548387,0.677923387096774,0.682963709677419,0.661290322580645,0.677923387096774,0.634072580645161,0.671370967741936,0.694556451612903,CNN,0,derma_small,True,0.21234369723084176,0.5729039159434447,0.197944555524339,0.5797901483920483,0.17023973606966666,0.5935163797681493,0.34588938714499246,0.5160576034307331
cs3darknet_focus_l,21151720,25.435111424,3.812622336,0.366089728,3.558042624,0.027605784129,2.374097435076,2.92350125312805,0,0.159274193548387,1.33129711151123,0.670454548163848,0.669354838709677,0.676411290322581,0.662802419354839,0.668346774193548,0.678931451612903,0.663810483870968,0.677923387096774,0.650201612903226,0.695564516129032,CNN,0,derma_small,True,0.10184726951604585,0.6312712617916078,0.10156673344410012,0.6314320276850744,0.06020884487817357,0.6560636798016508,0.10543099152964622,0.6292247290502873
xception71,42338736,25.435111424,15.407775744,0.690615808,13.566081536,0.097779398368,5.573425706985,10.0570068359375,0,0.0514112903225806,4.49996590614319,0.711444805968891,0.6875,0.691028225806452,0.689012096774194,0.688004032258065,0.697076612903226,0.676411290322581,0.676411290322581,0.702620967741936,0.695564516129032,CNN,0,derma_small,True,0.37990448202799953,0.5040671475367513,0.25713776089760443,0.5532921989650478,0.34062293087461426,0.5188368034815353,0.6564025909317388,0.4199247936081601
legacy_senet154,115088984,25.435111424,18.148753408,1.851948544,16.597905408,0.030136924003,4.008210892428,18.9641087055206,0,0.19758064516129,8.62821938991547,0.678774351423437,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.669354838709677,0.684475806451613,0.6875,0.669354838709677,0.697076612903226,CNN,0,derma_small,True,0.11187670444646375,0.6269369707230789,0.18102738515901728,0.5902290003287005,0.6907560877975323,0.4122869158562514,0.7866467364225211,0.3901591728754461
resnetv2_50,25549352,25.435111424,4.198498304,0.40399104,3.596408832,0.034152873008,2.476083293059,3.67791152000427,0,0.670866935483871,1.72356083393097,0.744926951148293,0.673891129032258,0.682459677419355,0.678427419354839,0.703125,0.697076612903226,0.700100806451613,0.686995967741936,0.676411290322581,0.69758064516129,CNN,0,derma_small,True,0.12778957423420587,0.6185379445761969,0.10652591342305097,0.6304241380152735,0.0898642874928425,0.640061935386493,0.12376681614349776,0.6207521303709804
crossvit_9_240,8553296,25.435111424,2.344615936,0.170834944,1.929966592,0.003455798147,0.518369722103,2.52834224700928,0,0.674395161290323,1.2087881565094,0.864245132966475,0.683467741935484,0.69758064516129,0.6875,0.702116935483871,0.690020161290323,0.690524193548387,0.648185483870968,0.707661290322581,0.698084677419355,Other,1,derma_small,False,0.0061549233660070654,0.6938143035507606,0.011329832930952988,0.690264100482652,0.044675366949581796,0.6682312032088394,0.03567513702042849,0.6740382697876675
maxvit_nano_rw_256,15451148,25.435111424,9.313452032,0.281889792,8.43572736,0.010397057392,1.538764494058,6.85458493232727,0,0.669354838709677,3.31772570610046,0.732142860239202,0.670362903225807,0.673891129032258,0.630040322580645,0.679435483870968,0.677923387096774,0.69758064516129,0.676915322580645,0.696068548387097,0.704133064516129,Other,0,derma_small,False,0.033659095951646324,0.6812043421993625,0.0609477056810047,0.6636831021413612,0.21473752983982938,0.5796586070811308,0.3668161434977578,0.5151629704301076
ecaresnet50t,25573814,25.435111424,5.628755968,0.42280704,5.148889088,0.04405435317,3.348130840949,4.60988450050354,0,0.670362903225807,2.0883207321167,0.772727275436575,0.673387096774194,0.691532258064516,0.685483870967742,0.689012096774194,0.639616935483871,0.705141129032258,0.695564516129032,0.640120967741936,0.706653225806452,Other,1,derma_small,False,0.16702338032279135,0.6055176252004446,0.14893023129337893,0.6150532091151916,0.12649962035497175,0.6273000123903976,0.1917289486796213,0.5929647228838318
seresnext26d_32x4d,16809512,25.435111424,4.783603712,0.278404608,4.156134912,0.035567130624,2.863154015204,3.67519402503967,0,0.673387096774194,1.60880506038666,0.990056818181818,0.727318548387097,0.725302419354839,0.72883064516129,0.724798387096774,0.720262096774194,0.754032258064516,0.730846774193548,0.759072580645161,0.708165322580645,Other,0,derma_small,False,0.13339345447813108,0.6248186097975292,0.12534767375005135,0.629285810153933,0.08975746429661,0.6498375517324254,0.15156950672645736,0.6149566469450306
pvt_v2_b0,3666760,25.435111424,3.883925504,0.094379008,2.32384512,0.003752036282,0.562805442276,2.91630053520203,0,0.669354838709677,1.19403810501099,0.753246754407883,0.669354838709677,0.677923387096774,0.683467741935484,0.674395161290323,0.675907258064516,0.688508064516129,0.698588709677419,0.69304435483871,0.70866935483871,Other,1,derma_small,False,0.007328742770224968,0.7035134854683283,0.013490571078284514,0.6992362583943276,0.05992578871282774,0.6686028044466368,0.10881913303437965,0.639120785099888
dla34,15742104,25.435111424,2.95698432,0.270052864,2.290753024,0.003622246825,0.545148147174,2.78965020179749,0,0.0539314516129032,1.25689203739166,0.940340909090909,0.399697580645161,0.678427419354839,0.707157258064516,0.711693548387097,0.691532258064516,0.696572580645161,0.601310483870968,0.709173387096774,0.70866935483871,CNN,0,derma_small,True,0.006814462652003508,0.7038728396610799,0.01263196473732632,0.6998291378472697,0.05494723545167061,0.6717581041247969,0.06477329347284504,0.6655589121016803
dpn68,12611602,25.435111424,4.496293888,0.218740736,4.234037248,0.006143361099,0.912289123239,4.36140060424805,0,0.683467741935484,1.84268016815186,0.929991884665056,0.707157258064516,0.663810483870968,0.706149193548387,0.599798387096774,0.704637096774194,0.708165322580645,0.643145161290323,0.631552419354839,0.709173387096774,CNN,0,derma_small,True,0.016804171961616626,0.6974532625378967,0.03048461817342833,0.6881940541274743,0.11673185836972418,0.6350435709177942,0.1379172894867962,0.6232205043800795
halonet26t,12480288,25.435111424,3.745513472,0.206362112,3.038918656,0.004422118289,0.656684565924,2.99144816398621,0,0.680443548387097,1.37454640865326,0.938920454545455,0.6875,0.686491935483871,0.689516129032258,0.733870967741936,0.714213709677419,0.718245967741936,0.668850806451613,0.688004032258065,0.710181451612903,Other,0,derma_small,False,0.00998388797033189,0.703161169273786,0.018055551749567546,0.6975861488034018,0.06287979966798796,0.6681672300430798,0.1022421524663677,0.6443061989816004
ecaresnet269d,102093077,25.435111424,19.86002944,1.665993728,19.072327168,0.028840102793,3.821313620132,17.9990844726563,0,0.671370967741936,8.30507984161377,0.763595781543038,0.674899193548387,0.672379032258065,0.689516129032258,0.695564516129032,0.699092741935484,0.699092741935484,0.715221774193548,0.688508064516129,0.710181451612903,Other,1,derma_small,False,0.10673815636554453,0.6416887748273651,0.1719392897189089,0.6059882605209361,0.6528215288234459,0.42967824367488894,0.8679621325361235,0.38019049703576857
gcresnet33ts,19880698,25.435111424,5.165285376,0.345332736,4.507966976,0.033145257305,2.485894297884,3.46902251243591,0,0.705141129032258,1.55248746871948,0.988636363636364,0.714213709677419,0.733366935483871,0.727318548387097,0.764112903225807,0.71875,0.735887096774194,0.729838709677419,0.730846774193548,0.710685483870968,Other,0,derma_small,False,0.12379697934369302,0.6323966845737691,0.1070029848490681,0.6419905759945759,0.08165297827719652,0.6570364970500177,0.169706028898854,0.6075761484618473
resnet51q,35696920,25.435111424,7.1827456,0.595603968,6.17425408,0.049052750395,3.237481526069,5.53228902816772,0,0.284274193548387,2.73714311122894,0.760754872452129,0.671875,0.673387096774194,0.686995967741936,0.696572580645161,0.698588709677419,0.691028225806452,0.652217741935484,0.577116935483871,0.711189516129032,CNN,0,derma_small,True,0.1868291209061025,0.5992349729218505,0.1435497807300372,0.6219139106257462,0.16275882272627784,0.6116397504183474,0.2655705032386646,0.5619517160909321
bat_resnext26ts,10731200,25.435111424,5.224005632,0.179553792,4.521063424,0.005963568843,0.888571757566,4.15186095237732,0,0.599798387096774,2.07859025001526,0.988636363636364,0.704637096774194,0.745967741935484,0.756552419354839,0.743951612903226,0.727822580645161,0.752016129032258,0.754536290322581,0.771673387096774,0.711693548387097,Other,0,derma_small,False,0.01609175983810352,0.7004225174510743,0.029331333911029878,0.6914134690556424,0.10849497269307457,0.6420358828132945,0.1724962630792227,0.6069900355315756
botnet26t_256,12488672,25.435111424,3.81681664,0.209638912,3.050554368,0.003909887011,0.580618221161,2.92589426040649,0,0.672883064516129,1.3464359998703,0.973011363636364,0.685987903225807,0.723790322580645,0.702116935483871,0.718245967741936,0.652217741935484,0.686995967741936,0.71320564516129,0.725806451612903,0.712701612903226,Other,0,derma_small,False,0.007954213385850272,0.707077368632815,0.014356737997532228,0.7026143625862717,0.06030291264625434,0.6721679289972887,0.10563029397110113,0.6446111478579426
resnet200d,64693064,25.435111424,12.285116416,1.053182464,11.812834816,0.019240214199,2.635909345231,11.9941000938416,0,0.217741935483871,5.66476566791534,0.746550326997584,0.372479838709677,0.680947580645161,0.696572580645161,0.695564516129032,0.674899193548387,0.688508064516129,0.685483870967742,0.669354838709677,0.71320564516129,CNN,0,derma_small,True,0.06869938222200858,0.6673585266592124,0.1142976395596125,0.6400494983038463,0.41676897563471627,0.5034029241371353,0.5080219232685599,0.4729411649503434
gcresnext50ts,15667320,25.435111424,6.828326912,0.257570304,6.073332736,0.008476706327,1.275744302246,5.38038969039917,0,0.559979838709677,2.76148283481598,0.981534090909091,0.746975806451613,0.756048387096774,0.739415322580645,0.698084677419355,0.730342741935484,0.754032258064516,0.751008064516129,0.739415322580645,0.714213709677419,Other,0,derma_small,False,0.026049861769127887,0.696080898491583,0.048158045476240786,0.6813988718208132,0.15678774532690232,0.6174111997318797,0.2487294469357249,0.5719523243646079
dla60x,17352344,25.435111424,6.824132608,0.286793216,5.580062208,0.050303661102,3.823078243732,5.07571911811829,0,0.542842741935484,2.13681502342224,0.958603896877982,0.523185483870968,0.70866935483871,0.737399193548387,0.741431451612903,0.712197580645161,0.730342741935484,0.725302419354839,0.730342741935484,0.721270161290323,CNN,0,derma_small,True,0.1917857523702472,0.6052011948085857,0.17202509657684564,0.6154050484046368,0.1448113167583123,0.6300340944678087,0.24853014449427005,0.5776954320814424
densenet169,14149480,25.435111424,7.537164288,0.24014592,6.892307456,0.008031912672,1.188723075485,5.18086647987366,0,0.708165322580645,2.32409455776215,0.971387987787073,0.719758064516129,0.675907258064516,0.690020161290323,0.725806451612903,0.742439516129032,0.706149193548387,0.725302419354839,0.727318548387097,0.723790322580645,CNN,0,derma_small,True,0.024287403255432462,0.7066281595187686,0.043926537951257984,0.6933345367396336,0.1489446003170471,0.629961028913768,0.28241155954160435,0.5643978465379418
resnet32ts,17963616,25.435111424,4.90733568,0.31149312,4.285574144,0.030365900481,2.231893685371,3.24866271018982,0,0.684475806451613,1.46179831027985,0.9642857150598,0.716733870967742,0.737903225806452,0.69304435483871,0.737903225806452,0.71875,0.714213709677419,0.698084677419355,0.705141129032258,0.726814516129032,CNN,0,derma_small,True,0.11278400503079222,0.6531496794015476,0.094651912091258,0.6639686169647321,0.07299075858452507,0.6773725778289422,0.15744892874937716,0.6279452147528917
mobilenetv2_050,1968680,25.435111424,2.227175424,0.050469888,1.934996992,0.010582911775,1.010668074531,1.39183735847473,0,0.287802419354839,0.74507942199707,0.841720781543038,0.669354838709677,0.675907258064516,0.679435483870968,0.686491935483871,0.698084677419355,0.710181451612903,0.71875,0.72429435483871,0.730846774193548,CNN,1,derma_small,True,0.03439552875805846,0.7065447924654463,0.03526840815418027,0.7059490741117106,0.0,0.730846774193548,0.03009466865969107,0.7094947643448055
densenet121,7978856,25.435111424,6.25999872,0.150952448,5.689198592,0.005952671219,0.892900682906,4.23730516433716,0,0.683971774193548,1.88530921936035,0.975852272727273,0.750504032258065,0.74445564516129,0.743447580645161,0.762600806451613,0.754032258064516,0.756552419354839,0.73991935483871,0.72429435483871,0.732358870967742,CNN,0,derma_small,True,0.016048578893452115,0.7207911965836633,0.029541832898841297,0.7113444520322864,0.11185373653257356,0.658682744775114,0.22172396611858491,0.5994470856575278
dla46_c,1301400,25.435111424,2.520776704,0.03892736,1.88237312,0.01643601201,1.536767122893,1.7262487411499,0,0.505040322580645,0.761317849159241,1.0,0.547379032258065,0.727318548387097,0.710181451612903,0.679435483870968,0.714717741935484,0.72883064516129,0.721270161290323,0.728326612903226,0.733366935483871,CNN,0,derma_small,True,0.05758796018041858,0.6934335138977591,0.06085058120425957,0.6913008754271174,0.01314552307152356,0.723851528515414,0.04404583956153463,0.702427908521585
semnasnet_075,2912278,25.435111424,2.791309312,0.065669632,2.116847616,0.014515844161,1.386263117347,1.73503613471985,0,0.678931451612903,0.79961793422699,1.0,0.706653225806452,0.722782258064516,0.729334677419355,0.730846774193548,0.730342741935484,0.731854838709677,0.732358870967742,0.733870967741936,0.733870967741936,Other,1,derma_small,False,0.0499794519763295,0.6989384090903907,0.05353215033730503,0.6965814640843905,0.013490950562622277,0.7241021415480229,0.05690084703537618,0.69436122584295
eca_resnet33ts,19676302,25.435111424,5.070913536,0.345746432,4.507156992,0.032813813847,2.493849852395,3.41402435302734,0,0.672883064516129,1.52736027240753,0.992897727272727,0.709173387096774,0.730846774193548,0.72883064516129,0.742943548387097,0.723286290322581,0.756048387096774,0.745463709677419,0.759576612903226,0.734879032258065,Other,1,derma_small,False,0.12248366172372663,0.6546901815297321,0.10738983286341709,0.6636136710392783,0.07949103161254323,0.6807643701868491,0.16522172396611856,0.6306774214239017
fbnetv3_b,8598464,25.435111424,4.034920448,0.146289152,3.768149504,0.003447294398,0.513646865326,2.52840805053711,0,0.622983870967742,1.1108179807663,1.0,0.70866935483871,0.721270161290323,0.717741935483871,0.734375,0.737399193548387,0.736391129032258,0.736895161290323,0.737399193548387,0.736895161290323,CNN,1,derma_small,True,0.006121227955438814,0.7324119010864962,0.01110017857264132,0.728805292399997,0.044677953649192186,0.7053802166651024,0.11599402092675636,0.660303861375872
gc_efficientnetv2_rw_t,13677713,25.435111424,6.088032256,0.243621376,5.555784192,0.005222963972,0.775610149808,3.74271416664124,0,0.677923387096774,1.60397770404816,1.0,0.71320564516129,0.727822580645161,0.735887096774194,0.739415322580645,0.73991935483871,0.738911290322581,0.739415322580645,0.738407258064516,0.737903225806452,Other,1,derma_small,False,0.013157173551844002,0.7283205854621458,0.02383844543940521,0.7207223259620446,0.09241164302735652,0.6754809238040803,0.21355256601893371,0.6080521326135445
dla46x_c,1068440,25.435111424,3.001024512,0.035175424,2.267537408,0.002208653717,0.331298057532,1.93311786651611,0,0.532258064516129,0.830062508583069,0.998579545454545,0.529737903225807,0.658266129032258,0.721270161290323,0.716229838709677,0.722278225806452,0.72883064516129,0.721774193548387,0.735383064516129,0.738911290322581,CNN,0,derma_small,True,0.0012132154667311176,0.7380159179961743,0.0022332574653217484,0.7372647882303468,0.021277431855648,0.7235167127701908,0.06686596910812155,0.6925999251248927
densenet201,20013928,25.435111424,9.430892544,0.329977344,8.87023104,0.061306603553,4.59799526646,6.54391527175903,0,0.705645161290323,2.96224241256714,0.972808442332528,0.605846774193548,0.720262096774194,0.71875,0.696572580645161,0.713709677419355,0.714717741935484,0.725302419354839,0.750504032258065,0.739415322580645,CNN,0,derma_small,True,0.23538401277813384,0.5985307523268384,0.20970633062697705,0.6112353914833317,0.2025252804900843,0.6148854702491571,0.37239661185849526,0.5387767036085371
mobilevitv2_050,1370593,25.435111424,3.091202048,0.057043456,2.885807104,0.015260823594,1.434517417794,1.80388998985291,0,0.693548387096774,0.895007658004761,0.9642857150598,0.683971774193548,0.716229838709677,0.727318548387097,0.731854838709677,0.719254032258065,0.710181451612903,0.72883064516129,0.730846774193548,0.73991935483871,Other,1,derma_small,False,0.052931372107067054,0.7027232490547081,0.05587857135496153,0.7007617873040124,0.016197556820980914,0.7281255006688215,0.07115097159940208,0.6907703717375062
cspresnext50,20569896,25.435111424,5.58891008,0.340346368,5.199911936,0.038408323152,2.957440882683,4.05181384086609,0,0.710181451612903,1.82557356357574,0.969764611937783,0.726310483870968,0.753024193548387,0.732862903225807,0.728326612903226,0.742439516129032,0.714717741935484,0.665322580645161,0.679939516129032,0.73991935483871,CNN,0,derma_small,True,0.1446514477155153,0.6464145538062561,0.12993248143542466,0.6548350162469386,0.10456217709835146,0.6698756938993274,0.18983557548579968,0.6218668949586645
sehalonet33ts,13691712,25.435111424,5.637144576,0.238769152,4.795500032,0.005790347209,0.856971386944,4.02228593826294,0,0.670362903225807,1.86448168754578,0.981534090909091,0.705645161290323,0.720262096774194,0.712701612903226,0.631048387096774,0.721774193548387,0.712701612903226,0.741935483870968,0.734879032258065,0.740423387096774,Other,0,derma_small,False,0.015405383267377636,0.7291899366479967,0.027794729440416204,0.7204000622769279,0.10340145188075192,0.6710371695040999,0.1921275535625311,0.6210940975939252
efficientnet_b0,5288548,25.435111424,4.527751168,0.104891904,3.88640256,0.002608706227,0.391305934064,2.18580269813538,0,0.611391129032258,0.907105135917664,1.0,0.710181451612903,0.732358870967742,0.736895161290323,0.739415322580645,0.73991935483871,0.741431451612903,0.741935483870968,0.741431451612903,0.741431451612903,CNN,1,derma_small,True,0.0027983908491783387,0.7393624265641795,0.0051512096771514845,0.7376317557743838,0.031210330243564607,0.7189914897747214,0.13941205779770802,0.6507140648010742
